id	title	context	triplets
2832	UK-based startup BuffaloGrid raises €3.8 million to bring free mobile phone power to rural India	Over 1.2 billion people in the world live without access to electricity. With the introduction of smartphones for less than $50, and widespread mobile network coverage across most of the world, access to electricity is now the major barrier to people getting online. BuffaloGrid is solving this problem by working with organisations operating in off-grid communities to deploy its mobile charging system. The London-based startup announced today that its technology is now live in villages across rural India, bringing solar-based, mobile charging to thousands of people who previously had limited access to electricity. In tandem with the announcement, BuffaloGrid revealed that it has raised €3.8 million, which it will use to increase the sustainability and scalability of its solar-powered mobile power and Internet technology. The funding round was led by Local Globe, with participation from Hardware Club, ADV, Seedcamp, and a grant from the EU’s Horizon 2020 program.	<triplet> BuffaloGrid <sub> €3.8 million <obj> RECEIVES  <triplet> Local Globe <sub> €3.8 million <obj> INVESTS  <triplet> Hardware Club <sub> €3.8 million <obj> INVESTS  <triplet> Seedcamp <sub> €3.8 million <obj> INVESTS  <triplet> EU ’s Horizon 2020 program <sub> €3.8 million <obj> INVESTS 
666	Polish edtech startup Novakid snaps up €29.4 million to expand into new markets	Polish startup Novakid, an online language learning platform that provides personalized English learning for kids ages 4-12 through AI and gamification, has announced an approx. €29.4 million Series B round led by Owl Ventures and Goodwater Capital. Existing Series A investors PortfoLion, TMT Investments, Xploration Capital and LearnStart, as well as seed investors LETA Capital and BonAngels, joined the round. Novakid’s learning format combines an interactive digital curriculum with individual live sessions where students and native-speaking teachers use English for 100% language immersion. The platform, which was founded in 2017, offers digital lessons, virtual 360-degree tours, in-class games, and machine learning-based assessment of students’ progress, allowing them to adapt the programme to each student.	<triplet> Novakid <sub> €29.4 million <obj> RECEIVES  <triplet> Owl Ventures <sub> €29.4 million <obj> INVESTS  <triplet> Goodwater Capital <sub> €29.4 million <obj> INVESTS  <triplet> PortfoLion <sub> €29.4 million <obj> INVESTS  <triplet> TMT Investments <sub> €29.4 million <obj> INVESTS  <triplet> Xploration Capital <sub> €29.4 million <obj> INVESTS  <triplet> LearnStart <sub> €29.4 million <obj> INVESTS  <triplet> LETA Capital <sub> €29.4 million <obj> INVESTS  <triplet> BonAngels <sub> €29.4 million <obj> INVESTS 
186	Berlin-based Sharpist raises €20 million to provide personalized learning for every employee	Founded in 2018, Sharpist is a people development solution focusing on 1:1 digital coaching sessions. The edtech startup has just announced the close of a €20 million Series A funding round for its vision to provide personalized learning for every employee worldwide. The Series A was co-led by Endeit Capital and Capnamic with participation from selected business angels, including the former VP of Workplace at Meta Julien Codorniou, French venture studio Founders Future, and Porsche Ventures, the venture capital unit of Sharpist’s customer Porsche AG, and existing investors Vorwerk Ventures and btov Partners. The corporate learning and development market is growing, and fast. It is currently thought to be worth over $300 billion, and with the ongoing war for talent, it is only going to get bigger. Sharpist provides companies with personal business coaches from an international network of certified coaches via its mobile and web app, supplemented with personalized learning content.	<triplet> Sharpist <sub> €20 million <obj> RECEIVES  <triplet> Endeit Capital <sub> €20 million <obj> INVESTS  <triplet> Capnamic <sub> €20 million <obj> INVESTS  <triplet> Julien Codorniou <sub> €20 million <obj> INVESTS  <triplet> Founders Future <sub> €20 million <obj> INVESTS  <triplet> Porsche Ventures <sub> €20 million <obj> INVESTS  <triplet> Vorwerk Ventures <sub> €20 million <obj> INVESTS  <triplet> btov Partners <sub> €20 million <obj> INVESTS 
1149	Berlin-based AUCTA lands €510K to revolutionize knowledge transfer in industries with 3D visualizations	AUCTA, a provider of digital industrial solutions in the field of 3D visualizations, closes 2020 with a six-figure financing round. The tech startup, founded by the trio Elías Alonso, Daniel Seiler and Henri Huselstein, develops software for immersive employee training and 3D instructions for industrial companies. AUCTA is already active in the DACH region and in the US. The company has raised a €510K pre-seed financing and secured the support of well-known partners, including APX and IBB Ventures. The fresh capital is designated primarily raised for the expansion of the team and further product development. Since April 2020, early-stage investor APX, a joint venture between Axel Springer and Porsche, has stood alongside AUCTA as its first investor. After only six months, APX is once again investing in the Berlin-based tech startup.“The crisis-year 2020 has left its footprint on industrial companies – in addition to the shortage of skilled workers that industry already faces. AUCTA addresses this challenge with smart technology. We strongly believe in AUCTA’s potential and look forward to continuing to accompany them on their journey,”says Henric Hungerhoff from APX.	<triplet> AUCTA <sub> €510K <obj> RECEIVES  <triplet> APX <sub> €510K <obj> INVESTS  <triplet> IBB Ventures <sub> €510K <obj> INVESTS 
3731	UK car search engine Carsnip secures $1 million to expand into 20 European countries	Carsnip, the intelligent car search engine, was able to raise a guaranteed $1 million in investment ahead of its imminent launch with well-known UK High Street brands.The next round of investment, expected to total a further $5 million, will enable Carsnip to build out tools to better connect consumers with car dealers, improve its natural search so anyone can find the car they want not just a car expert and index 20 new European countries. It will also go towards comprehensive UX testing, growing its dealer customer base in the UK and running a pilot across two YOU.S. States. The intelligent search platform improves the car buying and selling user experience for everyone througha combination of intelligent crawling to index all cars, powerful ‘natural language’ search and machine learning tools. The platform aims to cut out the middleman and charges dealers to advertise their cars on a pay-per-click basis, rather than charging for individual listings. Stuart Noad, Co-founder of Carsnip: “Our research shows that middlemen take as many as 4 billion car buyer clicks away from dealers’ websites every year and cost consumers and sellers, on average, £1,200 per car. Carsnip has been built to re-establish the lost connection between buyers and sellers to deliver an awesome user experience. Our long-term vision is to drive down the cost of motoring and this second round of funding helps us get ever closer to that goal.”	<triplet> Carsnip <sub> $1 million <obj> RECEIVES 
2336	Rotterdam-based personalized travel booking engine Vakanties.nl raises €5 million	Rotterdam-based travel tech startup Vakanties.nl uses machine learning to bundle listings and personalize options on its booking engine for accommodations, rental cars, and flights. Founded in 2017, Vakanties.nl has announced that it has received an investment of €5 million from Joost Romeijn from the Sunweb Group. The startup will use the investment to develop a non-linear chatbot, and hopes to serve 50,000 travellers next year. “Joost Romeijn is not only involved as an entrepreneurial visionary who helps me by providing inspiration and coaching,” said Judith Eyck, co-founder and managing director of Vakanties.nl. “He is also once again putting more skin in the game. That puts us in a position to grow more quickly. Last year already, our revenues grew from €1 to €10 million. We hope to continue on that path of fast-paced growth.”	<triplet> Vakanties.nl <sub> €5 million <obj> RECEIVES  <triplet> Joost Romeijn <sub> €5 million <obj> INVESTS 
4127	Online live auctions: Auctionata raises $20M for global expansion	The online fine art and auction house Auctionata has just raised $20.2M for global expansion, recruiting and technology platform growth. The financing comes from Earlybird, Bright Capital and Kite Ventures as well as HV Holtzbrinck Ventures, eVenture Capital Partners and the Raffay Group. As the first patented online producer of live auctions, the Berlin-based startup Auctionata covers the entire spectrum of an auction house. Including expert curation to its unique, HDTV-production quality, fine art online auction events. Auctionata’s vision is “to open the international art, antiques and collectibles markets to consumers, making it accessible to everybody through the Internet”. For the buyer, Auctionata aims to bring the auction thrill into the living room while also offering a wide selection of significant objects in an online shop. Auctionata exclusively provides a 25 years guarantee of authenticity on all sold objects. For the seller, Auctionata offers a proven and highly-produced online selling experience. The young company has about 250 internationally renowned specialists (who appraise and curate all objects for sale). According to Auctionata, the site already reaches millions of private sellers, collectors and dealers with its full service.	<triplet> Auctionata <sub> $20.2M <obj> RECEIVES  <triplet> Earlybird <sub> $20.2M <obj> INVESTS  <triplet> Bright Capital <sub> $20.2M <obj> INVESTS  <triplet> Kite Ventures <sub> $20.2M <obj> INVESTS  <triplet> HV Holtzbrinck Ventures <sub> $20.2M <obj> INVESTS  <triplet> eVenture Capital Partners <sub> $20.2M <obj> INVESTS  <triplet> the Raffay Group <sub> $20.2M <obj> INVESTS 
1143	German startup CoachHub lands €25 million to democratise coaching further across Europe, Asia and the US	Digital coaching platform CoachHub has secured new financing of approx. €25 million led by new investor Draper Esprit, alongside existing investors HV Capital, Partech, Speedinvest, signals Venture Capital and RTP Global. This latest round brings the total funds raised to over €40 million following the company’s +€16 million funding round in late 2019. CoachHub, which uses AI to match individuals to business coaches, has seen significant growth since it wasfounded in 2018 by brothers Yannis and Matti Niebelschuetz.In just two years the team has created a global network of more than 1000 certified coaches across six continents, making CoachHub the fastest growing European company in this sector. CoachHub will use the new funds to accelerate its growth in the digital coaching market, with plans to add 1000 coaches to its network and make 120 new hires across Europe, Asia and the US, which would bring the team to 300.	<triplet> CoachHub <sub> €25 million <obj> RECEIVES  <triplet> CoachHub <sub> €25 million <obj> RECEIVES  <triplet> CoachHub <sub> €25 million <obj> RECEIVES  <triplet> Draper Esprit <sub> €25 million <obj> INVESTS  <triplet> HV Capital <sub> €25 million <obj> INVESTS  <triplet> Partech <sub> €25 million <obj> INVESTS  <triplet> Speedinvest <sub> €25 million <obj> INVESTS  <triplet> signals Venture Capital <sub> €25 million <obj> INVESTS  <triplet> RTP Global <sub> €25 million <obj> INVESTS  <triplet> CoachHub <sub> €25 million <obj> RECEIVES 
4145	Content monetization: Cleeng secures $512k funding	Cleeng, a Amsterdam-based startup which created an innovative e-commerce platform digital content, has just announced a $511,600 funding round led by the former Apple VP Pascal Cagni. The fresh capital will be used to fuel Cleeng’s expansion into the US. The Dutch startup, which launched in 2011, offers a platform which protects access to any type of digital content available on computers, smartphones, tablets and other devices. This way, Cleeng enables publishers to place partial “paywalls” on specific pieces of content or to create special membership-areas. Cleeng safeguards live concerts, sporting events, conferences, other videos, and traditional online publications and offers great flexibility with the use of pay-per-view, subscriptions, metered paywall, coupons, and user data questionnaires. Cleeng is currently headquartered in Amsterdam, the Netherlands and has satellite offices in France, Poland, and Texas. Pascal Cagni, a well known former Apple VP, stated in relation to his investment: “The opportunity to offer a simple, straightforward, robust solution to monetize content, being TV programs, videos, or live events is simply huge and this is exactly what Cleeng is doing, very well… Their success so far is remarkable and knowing the Cleeng team inside and out, I believe they are uniquely positioned to further harness this transfer value and to fully benefit from this opportunity.”	<triplet> Cleeng <sub> $511,600 <obj> RECEIVES  <triplet> Pascal Cagni <sub> $511,600 <obj> INVESTS 
2954	London-based PropTech startup Goodlord secures £7 million additional funding with new CEO	Goodlord, one of the UK’s leading property technology startups, has today announced the successful close of a Series B funding round. Following on from its 2017 £7 million Series A round, the business has now secured a further £7 million of funding, with the latest round led by new investor Finch Capital, supported by existing investors, Rocket Internet and Global Founders Capital. Founded in 2014, Goodlord’s software platform allows letting agents to streamline the tenancy application process in one place and includes digital contract generation and signing, comprehensive referencing, and further products and services such as landlord and tenant insurances, utility and media-switching services. The new funding will be used to build new products, grow its customer base, and invest in the further development of Goodlord’s proprietary technology to achieve its mission of making renting simple and more transparent for letting agents, tenants and landlords.	<triplet> Goodlord <sub> £7 million <obj> RECEIVES  <triplet> Goodlord <sub> £7 million <obj> RECEIVES  <triplet> Finch Capital <sub> £7 million <obj> INVESTS  <triplet> Global Founders Capital <sub> £7 million <obj> INVESTS  <triplet> Rocket Internet <sub> £7 million <obj> INVESTS 
3185	Edinburgh-based TravelNest raises €3.4 million to help holiday rental hosts maximise revenue	TravelNest, an advertising optimisation platform for holiday rental owners, has secured a €3.4 million seed round from leading early stage venture firms Pentech, Mangrove Capital Partners and Frontline Ventures. Investors also include Mark Logan, ex-COO at Skyscanner, who has joined the company as a board member. The Edinburgh startup, which was founded in 2014, will use the fresh capital to expand its engineering team and further develop its product following early customer traction. The vacation rental market has ballooned over the last decade and is expected to be worth $193bn by 2021 with the growth of large B2C players such as Booking.com and Airbnb driving the market for so-called ‘alternative lodging’. However the market is enormously fragmented, with property hosts needing to advertise on over 40 booking sites – from online travel agents and pay per listing sites to local listings and flash sale sites such as Groupon and Secret Escapes – to maximize occupancy. As a result, 56% of holiday rental dates go unsold in the UK and property owners are missing out on €42k of lost revenue per property each year. Doug Stephenson, the founder and CEO at TravelNest commented: “This is a real headache for holiday rental hosts. Every property is unique and there is hundreds of advertising and listing options, all of which offer something different. It is very difficult to gauge what advertising equates to in terms of performance for each site and the task of boosting site rankings is very complex. This is a massive market but while the B2C side of the sector is well developed, the B2B side has so far been almost entirely overlooked.”	<triplet> TravelNest <sub> €3.4 million <obj> RECEIVES  <triplet> Pentech <sub> €3.4 million <obj> INVESTS  <triplet> Mangrove Capital Partners <sub> €3.4 million <obj> INVESTS  <triplet> Frontline Ventures <sub> €3.4 million <obj> INVESTS  <triplet> Mark Logan <sub> €3.4 million <obj> INVESTS 
2416	London-based Taster scores €7 million Series A to scale its delivery-only restaurant brands	The online food delivery space has seen enormous growth in recent years and has driven the success of some of the biggest names in tech today, from on-demand delivery services to kitchen operators. Digital food brands devised from the ground up for food delivery and optimized through technological innovations are the next frontier for the online food delivery market, which is expected to be worth €320 billion by 2030. Founded in 2017, London-based Tasteris creating a range of delivery-only online restaurant brands. The startup has raised €7 million in Series A investment from Battery Ventures, Heartcore Capital, LocalGlobe, Marc Ménasé, and other existing investors. Founded in 2017 by Anton Soulier, one of the first employees at Deliveroo, Taster creates and operates online restaurant brands available through on-demand food delivery platforms. The company is experiencing 30% month-on-month growth, and currently operates three different restaurant brands across London, Paris, and Madrid. Taster already has a team of 115 employees, of which 100 are chefs, and has served over 400,000 meals to date.	<triplet> Tasteris <sub> €7 million <obj> RECEIVES  <triplet> Battery Ventures <sub> €7 million <obj> INVESTS  <triplet> Heartcore Capital <sub> €7 million <obj> INVESTS  <triplet> LocalGlobe <sub> €7 million <obj> INVESTS  <triplet> Marc Ménasé <sub> €7 million <obj> INVESTS  <triplet> other existing investors <sub> €7 million <obj> INVESTS 
2505	London-based social impact fintech startup Wagestream raises €46 million for its service to end payday poverty	London-based fintech Wagestream is a flexible wage app, fighting against payday poverty to end the financial stress caused by the monthly pay cycle by allowing staff to draw down a percentage of their earned wages any day of the month for a flat fee of £1.75 – with no loans or interest. The firm sealed its Series A round this week for a total of €46 million, led by early-stage VCs Balderton and Northzone. Wagestream is on a mission to end in-work poverty, eradicate payday loans, and destroy the ‘Poverty Premium’, whereby people on low incomes pay more for a range of essential products and services such as insurance, energy, and credit. Wagestream is doing this by short-circuiting the monthly pay cycle — an antiquated monthly windfall that forces workers into the hands of payday lenders and other high-cost lenders when they approach the end of the month or face unexpected expenses.	<triplet> Wagestream <sub> €46 million <obj> RECEIVES  <triplet> Balderton <sub> €46 million <obj> INVESTS  <triplet> Northzone <sub> €46 million <obj> INVESTS  <triplet> Wagestream <sub> €46 million <obj> RECEIVES 
620	London-based Semeris lands €700K to speed up legal contract reviewing by 10 times	Semeris, a legal AI startup that builds contract analysis products for the financial sector, has landed approx. €700K seed funding from QVentures. Founded in 2017 to help financial services companies review, analyse and summarise legal documentation, Semeris aims to deliver “superhuman powers” for anyone interacting with complex legal documents. Semeris dramatically cuts investment analysis time with a mix of natural language processing, machine learning, and human curation. The solution also allows the comparison of terms and specific contract language across entire markets. Once analyzed, the Semeris libraries can speed up contract reading and reviewing by up to 10 times. Semeris serves customers in a US and European collateralized loan obligation (CLO) market, from small boutique investment firms to the largest Global Banks (G-SIBs – global systemically important banks). Besides US expansion, this investment speeds up entry into the analysis of additional asset classes.	<triplet> Semeris <sub> €700K <obj> RECEIVES  <triplet> QVentures <sub> €700K <obj> INVESTS 
452	London-based Admix raises €21.5 million Series B funding to monetize gaming worlds with in-play	Admix, Europe’s leading In-Play monetization startup that bridges the gap between gaming content and brands, today announces that it has raised €21.5 million in a Series B funding round to scale up its In-Play solution worldwide; and establish it as the content monetization layer for gaming worlds and the formative metaverse. Participating in the Series B round are the investors Elefund, Force Over Mass, DIP Capital, Notion Capital, Speedinvest, Rocket Capital, Colopl Next, Sure Valley Ventures and Sidedoor Ventures as well as growth investor Kuvi Capital and business angels from the gaming industry. Arriving just one year after Admix’s Series A round, this latest raise is the largest secured by any non-intrusive games monetization company and brings Admix’s total funding to about €31.9 million. Founded in 2018, Admix pioneered In-Play advertising – a solution that bridges the gap between brands, creators and advertisers using non-intrusive product placements integrated inside video games. Over 300 global games and thousands of advertisers currently use Admix’s end-to-end platform which utilizes drag and drop SDKs for game publishers to integrate into their games, a platform for advertisers to access the gaming world, independently verified measurement and data reporting. The London-based company has recently made key hires in the Americas and APAC where its presence will now be expanded further.	<triplet> Admix <sub> €21.5 million <obj> RECEIVES  <triplet> Elefund <sub> €21.5 million <obj> INVESTS  <triplet> Force Over Mass <sub> €21.5 million <obj> INVESTS  <triplet> DIP Capital <sub> €21.5 million <obj> INVESTS  <triplet> Notion Capital <sub> €21.5 million <obj> INVESTS  <triplet> Speedinvest <sub> €21.5 million <obj> INVESTS  <triplet> Rocket Capital <sub> €21.5 million <obj> INVESTS  <triplet> Colopl Next <sub> €21.5 million <obj> INVESTS  <triplet> Sure Valley Ventures <sub> €21.5 million <obj> INVESTS  <triplet> Sidedoor Ventures <sub> €21.5 million <obj> INVESTS  <triplet> Kuvi Capital <sub> €21.5 million <obj> INVESTS  <triplet> business angels <sub> €21.5 million <obj> INVESTS 
1134	London and Barcelona-based fintech startup Nebeus raised €995K via an equity crowdfunding campaign on Seedrs	Nebeus, a London and Barcelona-based fintech startup, has just raised €955K through Seedrs and with support from the “Future Fund” of the British government. The fresh capital will help Nebeus on its mission to bridge the gap between crypto and cash by allowing crypto-asset owners to access instant cash, financial services, and even earn by using their crypto without selling it. The crowdfunding campaign (based on a convertible loan) took place on Seedrs and saw 248 investors joining the campaign, while matched funding came from the UK’s Future Fund. Founded in 2014, this financing is the first step towards Nebeus’s Series-A funding round, which it hopes to close in 2021. Michael Stroev, the COO & Head of Product at Nebeus stated: “Only a handful of ways exist that allow Crypto owners to use their crypto in everyday life. We built a platform that is changing this by allowing people who own crypto to access cash and financial services using their crypto and without selling it. We are already the industry leaders in terms of products and services that bridge crypto and cash. In 2021, we plan to go even further by integrating more ways to trade, earn, get loans, spend, and send. We aim to become the Revolut of Crypto.”	<triplet> “ Future Fund ” of the British government <sub> €955K <obj> INVESTS  <triplet> Seedrs <sub> €955K <obj> INVESTS  <triplet> Nebeus <sub> €955K <obj> RECEIVES 
1352	Winterthur-based Luckabox scores 7-digit funding to improve the end-to-end last mile logistics process for retailers	Luckabox, the Winterthur-based VentureKick and KickStart alum recently secured a seven-figure pre-Series A round which will serve to reshape its product aimed at managing the end-to-end last mile logistics process for retailers. The latest round has seen existing investors Alpana Ventures, SICTIC and DAA Capital rejoin and new investors like Bettina Hein, a serial technology entrepreneur who stated that she invested in Luckabox “because of the extremely strong female founder team”. The Luckabox investors believe that the pandemic has amplified the need for Luckabox’s solution and they are excited about the company’s strong growth. Also, the Swiss startup recently made it onto the 30th place on this year’s list of Top 100 Swiss Startups.	<triplet> Luckabox <sub> seven-figure <obj> RECEIVES  <triplet> Alpana Ventures <sub> seven-figure <obj> INVESTS  <triplet> SICTIC <sub> seven-figure <obj> INVESTS  <triplet> DAA Capital <sub> seven-figure <obj> INVESTS  <triplet> Bettina Hein <sub> seven-figure <obj> INVESTS 
737	Prague-based online grocery delivery Rohlik Group nabs €100 million, gaining unicorn status	Rohlik Group, one of Europe’s leading online grocery delivery businesses has raised €100 million in a Series C funding round led by Index Ventures. With this round, Rohlik joins a select club of fastest-growing European startups to achieve unicorn status with a valuation of over $1 billion. With revenue exceeding €300 million in 2020, Rohlik Group provides more than 750,000 customers across 3 international markets with fast and precise home deliveries of high-quality groceries. Founded in 2014 with the vision to elevate the standards of food quality and service in the grocery industry, founder Tomáš Čupr believes that customers deserve to eat better food, delivered at their doorstep. Rohlik delivers as quickly as within two hours of placing an order with precise 15-minute delivery windows. Rohlik also offers its customers its own brands of dairy and meat, with other product segments to follow.	<triplet> Rohlik Group <sub> €100 million <obj> RECEIVES  <triplet> Index Ventures <sub> €100 million <obj> INVESTS 
3047	Refurbished electronics marketplace Back Market raises €41 million to accelerate the expansion in North America	Following three successful years in the market, the Paris-based ecommerce startup Back Market has raised €41 million in its second round of funding. The funding round was backed by Europe’s leading venture capital firms including Groupe Arnault, Eurazeo, Aglaé Ventures and Daphni. This round follows the initial funding which closed at €7 million in May 2017 and was backed by Daphni and Aglaé Ventures. Founded in 2014, Back Market is the first marketplace which is exclusively dedicated to refurbished electronic devices and appliances including smartphones, tablets, laptops, televisions, hi-fi equipment, game consoles, household appliances, and other products. On Back Market, consumers can purchase devices directly from certified refurbishing factories, distributors and big-name brands. The devices come repaired and have warranties which meet the strict standards of Back Market’s quality charter. Consumers have access to an ever-growing catalogue of products that are priced 30 to 70% lower than the current market price. They may also sell devices that they no longer use through the platform.	<triplet> Back Market <sub> €41 million <obj> RECEIVES  <triplet> Groupe Arnault <sub> €41 million <obj> INVESTS  <triplet> Eurazeo <sub> €41 million <obj> INVESTS  <triplet> Aglaé Ventures <sub> €41 million <obj> INVESTS  <triplet> Daphni <sub> €41 million <obj> INVESTS  <triplet> Back Market <sub> €7 million <obj> RECEIVES  <triplet> Daphni <sub> €7 million <obj> INVESTS  <triplet> Aglaé Ventures <sub> €7 million <obj> INVESTS 
2713	Munich-based IoT transportation startup KONUX raises €11.5 million with backing from Alibaba	Munich-based transportation startup KONUX offers IoT industrial solutions for the rail industry. It combines smart sensors and AI-based analytics to make trains more punctual, while improving network capacity through predictive maintenance planning and the optimisation of railway utilisation. Founded in 2014, KONUX was named one of the most innovative scale-ups worldwide by the World Economic Forum. The startup has just raised €11.5 million in an extension of its Series B round, bringing the total amount raised in the round since last year to €29 million, and the total raised to date by the startup to €44 million. The Series B round was backed by existing investors New Enterprise Associates (NEA), Upbeat Ventures, MIG AG, and new investor Alibaba Group. With the new funding and backing from Alibaba Group, KONUX plans to expand internationally, especially in China.	<triplet> KONUX <sub> €11.5 million <obj> RECEIVES  <triplet> New Enterprise Associates <sub> €11.5 million <obj> INVESTS  <triplet> Upbeat Ventures <sub> €11.5 million <obj> INVESTS  <triplet> MIG AG <sub> €11.5 million <obj> INVESTS  <triplet> Alibaba Group <sub> €11.5 million <obj> INVESTS 
2347	London-based RevLifter raises €2.6 million to create personalized e-commerce deals and reduce cart abandonment rates	London-based RevLifter‘s AI-powered “Deal Intelligence Engine” allows e-commerce shops to set sophisticated rules that personalize incentives at the checkout stage, reducing cart abandonment rates. These rules can be based on various, individual factors such as geo-location, the weather, customer lifetime value, or whether the user is a new or existing customer. Founded in 2017, Revlifter has raised €2.6 million in a seed round led by a group of new and existing investors including Coutts. The startup already influences around 10 million online baskets every day, providing personalized deals for 90 global brands, with a client portfolio that includes leading brands such as HP, Puma, EE, Carphone Warehouse, Verizon, AT&T, Clarks, and The Hut Group.	<triplet> Revlifter <sub> €2.6 million <obj> RECEIVES  <triplet> Coutts <sub> €2.6 million <obj> INVESTS  <triplet> new and existing investors <sub> €2.6 million <obj> INVESTS 
4139	Credit scoring: Kreditech raises $4M for its European expansion	Kreditech, a Hamburg-based startup (founded earlier this year), today announced that it closed a new funding round with Blumberg Capital, the management of a German investment bank and Point Nine Capital. Several angel investors (…Michael Brehm, Heiko Hubertz, Felix Haas, Stefan Glaenzer…), Greycorp, Point Nine Capital, Digital Pioneers N.V., H2 Investments and YoungBrains invested in Kreditech earlier in 2012. In total Kreditech has now raised $4 million, which, according to CEO Sebastian Diemer, will be sufficient to scale the B2C business to break-even in Q1 2013. In addition, Kreditech plans the international (European) launch of its B2B product “Scoring as a Service” in 2014. Kreditech is a real-time scoring technology provider that applies big data analysis to thousands of data points in credit applications over individuals. Location data (GPS, micro-geographical), social graph (likes, friends, locations, posts), behavioral analytics (movement and duration on the webpage), people’s e-commerce shopping behavior and device data (apps installed, operating systems) are just some examples of up to 8,000 data points that are processed in real-time for any single scoring unit. This technology is applied in B2C markets for issuing online / SMS / facebook microloans (e.g. www.kredito24.pl and www.kredito24.es) in real-time as well as for the establishment of a global “Scoring as a Service” database that provides scoring data without technical integration or contractual obligations to third parties (e.g. banks, leasing companies, e-commerce stores).	<triplet> Kreditech <sub> $4 million <obj> RECEIVES  <triplet> Kreditech <sub> $4 million <obj> RECEIVES  <triplet> Blumberg Capital <sub> $4 million <obj> INVESTS  <triplet> management of a German investment bank <sub> $4 million <obj> INVESTS  <triplet> Point Nine Capital <sub> $4 million <obj> INVESTS  <triplet> angel investors <sub> $4 million <obj> INVESTS  <triplet> Greycorp <sub> $4 million <obj> INVESTS  <triplet> Point Nine Capital <sub> $4 million <obj> INVESTS  <triplet> Digital Pioneers N.V. <sub> $4 million <obj> INVESTS  <triplet> H2 Investments <sub> $4 million <obj> INVESTS  <triplet> YoungBrains <sub> $4 million <obj> INVESTS 
3928	Hamburg-based Kreditech secures $200M credit facility from Victory Park Capital	The Kreditech Group, a fast growing consumer finance tech startup, announced today the completion of a $200 million credit facility from Victory Park Capital, an asset management firm focused on middle market debt and equity investments based in the United States. The investment reflects investors’ confidence in its big data credit-scoring technology and its big data platform. It is the largest credit facility in B2C fintech outside the US to date. The funding strengthens Kreditech’s leading position in the consumer finance technology market. The Hamburg-based startup will use the new financing to continue its rapid growth at 60 to 80% per quarter. With a focus on the geographic rollout and expansion of its product portfolio, Kreditech expects the financing to deliver scale, lower cost and provide flexibility. The Group’s unique technology uses big data gathered from 20,000 data points to feed its proprietary, self-learning, credit-scoring algorithm. “This record transaction is our next step toward becoming the market-leading digital consumer lender. It helps us address the growing demand for loans of longer durations at fair prices,” said Rene Griemens, chief financial officer of Kreditech. “Setting the stage for our upcoming Series C financing round, the credit facility will reaccelerate our growth well beyond the 500% per year mark.”	<triplet> Victory Park Capital <sub> $200 million <obj> INVESTS  <triplet> Kreditech Group <sub> $200 million <obj> RECEIVES 
2074	Stockholm-based Detectify secures €21.5 million to bring world-class cyber security to everyone	Detectify, a Swedish web application security startup, has today announced its latest financing round of €21.5 million. The series B round was led by venture capital firm Balderton Capital, and supported by existing investors Paua Ventures, Inventure and Insight Partners. The new funding will be used to continue to hire world-class talent to further accelerate the company’s growth and deliver on Detectify’s promise of a safer internet for all. Detectify was founded in 2012 by a group of elite Swedish ethical hackers who set out to give every company the same level of security as the world’s largest software companies and Government security services. Detectify does this through ‘Detectify Crowdsource,’ an invite-only ethical hacker network. This network allows top-ranked security researchers to submit vulnerabilities which are then built into the Detectify automation platform, combining the best of human ingenuity with machine learning to provide security. This Detectify Crowdsource network has experienced rapid growth, with the community modules having already found 110,000+ vulnerabilities in Detectify’s customers’ assets in the last eighteen months. The ethical hackers are paid every time their submitted module identifies a vulnerability on a customer’s web apps. As each reported vulnerability could help Detectify secure hundreds of web apps through automation, ethical hackers in the Crowdsource network have a much broader impact than in traditional, manual ‘bug bounty’ programmes, which only benefits a given player.	<triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Detectify <sub> €21.5 million <obj> RECEIVES  <triplet> Balderton Capital <sub> €21.5 million <obj> INVESTS  <triplet> Paua Ventures <sub> €21.5 million <obj> INVESTS  <triplet> Inventure <sub> €21.5 million <obj> INVESTS  <triplet> Insight Partners <sub> €21.5 million <obj> INVESTS 
